Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-PL%,261,1.102 [0.934-1.301],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,460,1.073 [0.915-1.259],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-PL%,398,1.021 [0.886-1.176],1.000,,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-VLDL-C%,395,1.007 [0.873-1.161],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
IDL-FC%,332,1.003 [0.853-1.179],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
Cholines,620,0.719 [0.630-0.822],0.304,,Total-Cholines
Omega-6,651,0.703 [0.614-0.804],0.067,,Omega-6 Fatty Acids
LA,635,0.696 [0.606-0.799],0.058,,Linoleic Acid
S-HDL-FC,483,0.654 [0.552-0.774],0.188,,Free Cholesterol in Small HDL
GlycA,385,0.567 [0.461-0.698],0.021,*,Glycoprotein Acetyls
