Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.097 [1.060-1.136],0.047,*,Linoleic Acid to Total-Fatty Acids percentage
IDL-PL%,289,1.048 [1.017-1.080],1.000,,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,594,1.026 [0.970-1.084],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,508,1.018 [0.969-1.070],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
Cholines,620,1.012 [0.930-1.101],1.000,,Total-Cholines
S-LDL-FC%,578,0.988 [0.929-1.051],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-L,531,0.979 [0.918-1.045],1.000,,Total-Lipids in Medium LDL
XL-VLDL-PL,607,0.971 [0.917-1.030],1.000,,Phospholipids in Very Large VLDL
M-HDL-C,607,0.971 [0.914-1.031],1.000,,Cholesterol in Medium HDL
XL-HDL-CE%,259,0.963 [0.934-0.992],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
