Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetate,13,1.156 [0.838-1.595],1.000,,Acetate
S-LDL-PL%,510,1.094 [1.053-1.137],0.878,,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-C%,403,1.012 [0.973-1.052],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-PL%,382,1.003 [0.970-1.037],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
Unsaturation,310,1.001 [0.976-1.026],1.000,,Degree of Unsaturation
S-LDL-CE%,545,0.900 [0.865-0.937],0.061,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-FC,594,0.894 [0.858-0.933],0.051,,Free Cholesterol in Medium VLDL
S-LDL-P,566,0.894 [0.857-0.933],0.054,,Concentration of Small LDL Particles
M-VLDL-C,535,0.890 [0.852-0.928],0.020,*,Cholesterol in Medium VLDL
XL-VLDL-PL%,398,0.876 [0.837-0.917],0.003,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
