Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetoacetate,15,1.144 [0.978-1.339],1.000,,Acetoacetate
S-HDL-L,442,1.110 [1.067-1.154],0.048,*,Total-Lipids in Small HDL
S-HDL-PL,489,1.108 [1.067-1.150],0.028,*,Phospholipids in Small HDL
Omega-6/Omega-3,257,1.035 [1.020-1.049],0.402,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-TG,658,1.017 [0.995-1.040],1.000,,Triglycerides in Medium LDL
S-VLDL-TG%,564,0.996 [0.973-1.020],1.000,,Triglycerides to Total-Lipids in Small VLDL percentage
L-VLDL-TG%,369,0.990 [0.971-1.010],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-FC,648,0.983 [0.961-1.004],1.000,,Free Cholesterol in Large VLDL
L-LDL-FC%,687,0.978 [0.954-1.003],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
Omega-3%,215,0.967 [0.953-0.980],0.573,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
