Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.167 [1.100-1.238],0.073,,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-PL%,375,1.140 [1.065-1.220],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,257,1.083 [1.047-1.120],0.872,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-HDL-PL%,489,1.071 [1.014-1.133],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
LDL-CE,506,1.026 [0.977-1.078],1.000,,Cholesteryl Esters in LDL
L-HDL-TG,449,0.991 [0.953-1.030],1.000,,Triglycerides in Large HDL
Omega-3%,215,0.920 [0.889-0.952],0.354,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.910 [0.874-0.946],0.596,,Degree of Unsaturation
PUFA%,371,0.881 [0.825-0.942],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,240,0.881 [0.841-0.923],0.024,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
