Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
ApoB/ApoA1,542,1.192 [1.032-1.376],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-VLDL-C%,604,1.052 [0.895-1.237],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-TG%,474,1.025 [0.890-1.181],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
VLDL-C,644,1.025 [0.897-1.171],1.000,,VLDL Cholesterol
M-VLDL-C,535,1.014 [0.879-1.170],1.000,,Cholesterol in Medium VLDL
LDL-TG,630,0.962 [0.851-1.088],1.000,,Triglycerides in LDL
M-HDL-CE%,557,0.873 [0.760-1.003],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
HDL-PL,590,0.870 [0.757-1.001],1.000,,Phospholipids in HDL
M-HDL-C,607,0.840 [0.723-0.975],1.000,,Cholesterol in Medium HDL
SFA%,94,0.714 [0.483-1.056],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
