Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-FC%,173,1.198 [1.067-1.346],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-CE,698,1.104 [1.037-1.174],1.000,,Cholesteryl Esters in Large HDL
XL-HDL-PL%,441,1.048 [0.980-1.120],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-L,598,1.041 [0.980-1.106],1.000,,Total-Lipids in Very Large HDL
PC,606,1.022 [0.956-1.093],1.000,,Phosphatidylcholines
XL-VLDL-CE,617,0.832 [0.776-0.893],0.082,,Cholesteryl Esters in Very Large VLDL
L-VLDL-C,622,0.828 [0.771-0.888],0.037,*,Cholesterol in Large VLDL
TG/PG,632,0.824 [0.765-0.886],0.055,,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-L,514,0.803 [0.742-0.869],0.012,*,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,472,0.795 [0.732-0.864],0.016,*,Triglycerides in Chylomicrons and Extremely Large VLDL
