Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-PL%,489,1.080 [1.049-1.113],0.056,,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-TG%,594,1.028 [1.006-1.049],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-PL,556,1.022 [0.997-1.047],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
HDL-TG,593,1.007 [0.987-1.026],1.000,,Triglycerides in HDL
PUFA/MUFA,484,1.004 [0.981-1.028],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-P,622,0.982 [0.961-1.003],1.000,,Concentration of Very Small VLDL Particles
VLDL-FC,630,0.972 [0.947-0.998],1.000,,Free Cholesterol in VLDL
Clinical LDL-C,463,0.961 [0.936-0.986],1.000,,Clinical LDL Cholesterol
LDL-FC,411,0.956 [0.933-0.979],1.000,,Free Cholesterol in LDL
LA,635,0.945 [0.921-0.970],1.000,,Linoleic Acid
