Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-CE%,344,1.124 [1.076-1.174],0.038,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-VLDL-TG,613,1.066 [1.030-1.104],1.000,,Triglycerides in Medium VLDL
VLDL-TG,582,1.058 [1.020-1.096],1.000,,Triglycerides in VLDL
L-LDL-L,508,1.040 [1.005-1.077],1.000,,Total-Lipids in Large LDL
S-HDL-TG,681,1.036 [1.004-1.070],1.000,,Triglycerides in Small HDL
M-HDL-C,607,0.985 [0.949-1.022],1.000,,Cholesterol in Medium HDL
HDL-C,621,0.982 [0.949-1.016],1.000,,HDL Cholesterol
Gly,134,0.960 [0.922-0.999],1.000,,Glycine
S-VLDL-FC%,609,0.948 [0.915-0.982],1.000,,Free Cholesterol to Total-Lipids in Small VLDL percentage
XL-VLDL-CE%,485,0.909 [0.871-0.948],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
