Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.241 [1.171-1.317],1.330e-07,***,Linoleic Acid to Total-Fatty Acids percentage
MUFA%,525,1.151 [1.099-1.205],5.937e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,257,1.140 [1.108-1.174],5.560e-14,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-HDL-CE,607,1.073 [1.013-1.137],1.000,,Cholesteryl Esters in Medium HDL
XXL-VLDL-PL,556,1.039 [0.990-1.091],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
Omega-3%,215,0.877 [0.853-0.902],1.118e-14,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,289,0.876 [0.838-0.915],6.909e-04,***,Docosahexaenoic Acid
Unsaturation,310,0.873 [0.846-0.902],2.331e-11,***,Degree of Unsaturation
DHA%,240,0.843 [0.807-0.881],1.115e-08,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
XS-VLDL-FC%,460,0.831 [0.782-0.883],5.555e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
