Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,257,1.042 [1.022-1.062],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-FC,483,1.038 [1.002-1.075],1.000,,Free Cholesterol in Small HDL
XXL-VLDL-FC,557,1.019 [0.988-1.051],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
SFA,553,1.010 [0.982-1.039],1.000,,Saturated Fatty Acids
XS-VLDL-FC,612,1.000 [0.978-1.023],1.000,,Free Cholesterol in Very Small VLDL
S-HDL-FC%,491,0.984 [0.964-1.003],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
HDL-PL,590,0.966 [0.939-0.993],1.000,,Phospholipids in HDL
Omega-3%,215,0.957 [0.939-0.975],0.919,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.944 [0.924-0.965],0.072,,Degree of Unsaturation
DHA%,240,0.930 [0.905-0.956],0.051,,Docosahexaenoic Acid to Total-Fatty Acids percentage
