Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.093 [1.060-1.128],0.004,**,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,257,1.045 [1.029-1.061],0.003,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-VLDL-CE,487,1.035 [0.977-1.098],1.000,,Cholesteryl Esters in Medium VLDL
L-VLDL-PL%,580,1.020 [0.981-1.061],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
Glu,32,1.017 [0.727-1.423],1.000,,Glucose
IDL-C,568,0.998 [0.950-1.049],1.000,,Cholesterol in IDL
Albumin,72,0.997 [0.858-1.158],1.000,,Albumin
L-VLDL-P,622,0.976 [0.923-1.032],1.000,,Concentration of Large VLDL Particles
VLDL-TG,582,0.960 [0.907-1.016],1.000,,Triglycerides in VLDL
Omega-3%,215,0.958 [0.943-0.973],0.009,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
