Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.177 [1.110-1.249],0.015,*,Linoleic Acid to Total-Fatty Acids percentage
LA,635,1.140 [1.083-1.200],0.141,,Linoleic Acid
MUFA%,525,1.139 [1.088-1.192],0.007,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
His,43,1.091 [0.935-1.274],1.000,,Histidine
S-LDL-PL,409,1.022 [0.972-1.075],1.000,,Phospholipids in Small LDL
Unsaturation,310,0.899 [0.869-0.931],5.239e-04,***,Degree of Unsaturation
DHA%,240,0.873 [0.836-0.912],1.688e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,484,0.868 [0.824-0.914],0.019,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-FC%,332,0.855 [0.802-0.912],0.509,,Free Cholesterol to Total-Lipids in IDL percentage
PUFA%,371,0.842 [0.788-0.899],0.068,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
