Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,444,1.142 [1.082-1.205],0.330,,Triglycerides to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-TG,472,1.122 [1.069-1.179],0.927,,Triglycerides in Chylomicrons and Extremely Large VLDL
XS-VLDL-PL%,375,1.046 [0.988-1.107],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-VLDL-PL,637,1.042 [0.995-1.091],1.000,,Phospholipids in Large VLDL
S-HDL-FC%,491,1.007 [0.977-1.038],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC,407,0.987 [0.943-1.033],1.000,,Free Cholesterol in Medium LDL
Unsaturation,310,0.981 [0.951-1.012],1.000,,Degree of Unsaturation
XS-VLDL-PL,635,0.963 [0.929-0.999],1.000,,Phospholipids in Very Small VLDL
XL-VLDL-C%,486,0.872 [0.827-0.920],0.129,,Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-CE%,485,0.870 [0.824-0.917],0.068,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
