Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-C,589,1.126 [1.024-1.237],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
M-VLDL-C,535,1.067 [0.965-1.178],1.000,,Cholesterol in Medium VLDL
PC,606,1.044 [0.959-1.136],1.000,,Phosphatidylcholines
M-HDL-FC,597,1.017 [0.926-1.115],1.000,,Free Cholesterol in Medium HDL
M-LDL-TG,658,1.017 [0.939-1.101],1.000,,Triglycerides in Medium LDL
L-LDL-C,488,0.990 [0.894-1.096],1.000,,Cholesterol in Large LDL
L-HDL-PL,598,0.982 [0.907-1.063],1.000,,Phospholipids in Large HDL
L-LDL-PL,492,0.981 [0.883-1.088],1.000,,Phospholipids in Large LDL
L-VLDL-FC%,331,0.943 [0.839-1.058],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-FC%,578,0.902 [0.827-0.983],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
