Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.113 [1.064-1.165],0.925,,Phospholipids to Total-Lipids in Small LDL percentage
L-VLDL-TG%,369,1.066 [1.037-1.095],0.809,,Triglycerides to Total-Lipids in Large VLDL percentage
XL-HDL-PL%,441,1.015 [0.997-1.034],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,460,1.013 [0.981-1.045],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-CE,664,1.012 [0.997-1.028],1.000,,Cholesteryl Esters in Very Large HDL
S-VLDL-C,618,0.913 [0.883-0.944],0.019,*,Cholesterol in Small VLDL
M-LDL-CE,550,0.912 [0.882-0.943],0.021,*,Cholesteryl Esters in Medium LDL
M-LDL-P,508,0.912 [0.881-0.943],0.021,*,Concentration of Medium LDL Particles
M-VLDL-P,612,0.911 [0.880-0.944],0.045,*,Concentration of Medium VLDL Particles
VLDL-CE,621,0.910 [0.880-0.941],0.012,*,Cholesteryl Esters in VLDL
S-VLDL-FC,593,0.909 [0.878-0.941],0.018,*,Free Cholesterol in Small VLDL
M-VLDL-PL,632,0.908 [0.877-0.941],0.025,*,Phospholipids in Medium VLDL
S-LDL-CE,543,0.908 [0.877-0.940],0.012,*,Cholesteryl Esters in Small LDL
M-VLDL-FC,594,0.904 [0.872-0.938],0.012,*,Free Cholesterol in Medium VLDL
S-VLDL-PL,664,0.903 [0.872-0.936],0.005,**,Phospholipids in Small VLDL
S-LDL-CE%,545,0.890 [0.853-0.930],0.035,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
PUFA,699,0.888 [0.854-0.923],4.970e-04,***,Polyunsaturated Fatty Acids
LA,635,0.881 [0.842-0.921],0.008,**,Linoleic Acid
Total-FA,654,0.880 [0.844-0.918],5.643e-04,***,Total-Fatty Acids
MUFA,654,0.878 [0.842-0.916],4.452e-04,***,Monounsaturated Fatty Acids
Omega-6,651,0.875 [0.837-0.914],6.872e-04,***,Omega-6 Fatty Acids
GlycA,385,0.793 [0.733-0.857],0.001,**,Glycoprotein Acetyls
