Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetate,13,1.723 [0.604-4.915],1.000,,Acetate
IDL-PL%,289,1.083 [1.002-1.170],1.000,,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-TG%,642,1.022 [0.951-1.098],1.000,,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG,449,1.015 [0.968-1.065],1.000,,Triglycerides in Large HDL
XS-VLDL-CE%,644,1.002 [0.934-1.076],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
LDL-L,502,0.986 [0.913-1.064],1.000,,Total-Lipids in LDL
IDL-L,573,0.977 [0.913-1.046],1.000,,Total-Lipids in IDL
Clinical LDL-C,463,0.973 [0.901-1.051],1.000,,Clinical LDL Cholesterol
XXL-VLDL-TG%,153,0.964 [0.870-1.068],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
HDL-FC,599,0.949 [0.894-1.009],1.000,,Free Cholesterol in HDL
