Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA/MUFA,484,1.459 [1.267-1.681],0.039,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
HDL-CE,611,1.454 [1.284-1.646],8.557e-04,***,Cholesteryl Esters in HDL
HDL-C,621,1.435 [1.270-1.622],0.002,**,HDL Cholesterol
L-HDL-CE%,562,1.435 [1.255-1.640],0.031,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-HDL-C%,632,1.424 [1.259-1.611],0.005,**,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-FC%,609,1.350 [1.209-1.507],0.022,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,580,0.728 [0.646-0.821],0.050,*,Phospholipids to Total-Lipids in Large VLDL percentage
L-HDL-TG%,637,0.724 [0.646-0.812],0.007,**,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-TG%,657,0.717 [0.640-0.804],0.003,**,Triglycerides to Total-Lipids in Medium HDL percentage
MUFA%,525,0.693 [0.609-0.788],0.005,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,489,0.651 [0.563-0.753],0.002,**,Phospholipids to Total-Lipids in Medium HDL percentage
