Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Lactate,22,1.108 [0.867-1.416],1.000,,Lactate
XL-VLDL-TG%,444,1.032 [0.990-1.075],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
PUFA/MUFA,484,1.019 [0.981-1.058],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-C,410,1.010 [0.976-1.045],1.000,,Cholesterol in Small HDL
M-LDL-FC%,651,1.008 [0.977-1.039],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-TG,681,0.998 [0.970-1.027],1.000,,Triglycerides in Small HDL
HDL-C,621,0.982 [0.955-1.009],1.000,,HDL Cholesterol
IDL-L,573,0.981 [0.955-1.009],1.000,,Total-Lipids in IDL
M-LDL-L,531,0.981 [0.952-1.011],1.000,,Total-Lipids in Medium LDL
S-HDL-PL,489,0.976 [0.941-1.013],1.000,,Phospholipids in Small HDL
