Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-CE%,545,1.286 [1.177-1.404],0.005,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
MUFA,654,1.251 [1.150-1.361],0.046,*,Monounsaturated Fatty Acids
XL-VLDL-FC,610,1.219 [1.128-1.318],0.134,,Free Cholesterol in Very Large VLDL
L-VLDL-PL,637,1.209 [1.122-1.303],0.141,,Phospholipids in Large VLDL
S-VLDL-TG,687,1.196 [1.114-1.283],0.193,,Triglycerides in Small VLDL
L-LDL-PL%,382,0.889 [0.826-0.958],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-HDL-C%,632,0.871 [0.814-0.932],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-FC%,578,0.841 [0.787-0.899],0.088,,Free Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-FC%,687,0.818 [0.760-0.881],0.024,*,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-PL%,510,0.802 [0.734-0.876],0.252,,Phospholipids to Total-Lipids in Small LDL percentage
