Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Glu,32,1.183 [0.961-1.457],1.000,,Glucose
XL-VLDL-CE%,485,1.050 [0.993-1.111],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Unsaturation,310,1.012 [0.979-1.047],1.000,,Degree of Unsaturation
XL-HDL-C,653,1.005 [0.971-1.039],1.000,,Cholesterol in Very Large HDL
IDL-TG%,635,1.004 [0.966-1.042],1.000,,Triglycerides to Total-Lipids in IDL percentage
S-LDL-C,489,0.922 [0.893-0.952],0.195,,Cholesterol in Small LDL
S-LDL-L,511,0.921 [0.891-0.951],0.101,,Total-Lipids in Small LDL
S-LDL-PL,409,0.919 [0.892-0.947],0.008,**,Phospholipids in Small LDL
M-LDL-PL,492,0.918 [0.889-0.947],0.022,*,Phospholipids in Medium LDL
LDL-FC,411,0.917 [0.885-0.950],0.433,,Free Cholesterol in LDL
