Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Tyr,120,1.479 [1.128-1.940],1.000,,Tyrosine
LA%,226,1.365 [1.196-1.558],0.985,,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-CE%,509,1.072 [0.952-1.209],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-LDL-FC%,651,1.034 [0.931-1.150],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-TG,449,1.002 [0.925-1.086],1.000,,Triglycerides in Large HDL
LDL-CE,506,0.975 [0.860-1.105],1.000,,Cholesteryl Esters in LDL
L-HDL-L,623,0.972 [0.886-1.067],1.000,,Total-Lipids in Large HDL
M-VLDL-TG%,609,0.964 [0.858-1.084],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-PL,637,0.938 [0.841-1.047],1.000,,Phospholipids in Large VLDL
S-HDL-P,416,0.885 [0.773-1.013],1.000,,Concentration of Small HDL Particles
