Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Ile,28,1.106 [0.694-1.762],1.000,,Isoleucine
S-HDL-CE%,367,1.081 [1.010-1.156],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-LDL-C%,261,1.077 [0.951-1.219],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-C%,395,1.068 [0.975-1.169],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-TG%,369,1.004 [0.920-1.096],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-LDL-TG%,474,0.950 [0.881-1.024],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-P,598,0.943 [0.864-1.029],1.000,,Concentration of Medium HDL Particles
Total-FC,546,0.922 [0.850-0.999],1.000,,Total-Free Cholesterol
XS-VLDL-PL,635,0.921 [0.866-0.980],1.000,,Phospholipids in Very Small VLDL
XL-HDL-P,581,0.910 [0.846-0.980],1.000,,Concentration of Very Large HDL Particles
