Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-VLDL-CE,614,1.145 [1.005-1.304],1.000,,Cholesteryl Esters in Large VLDL
S-LDL-P,566,1.116 [0.976-1.277],1.000,,Concentration of Small LDL Particles
ApoA1,587,1.106 [0.958-1.277],1.000,,Apolipoprotein A1
XS-VLDL-FC%,460,1.042 [0.893-1.214],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-C,607,1.026 [0.884-1.192],1.000,,Cholesterol in Medium HDL
M-VLDL-CE%,597,0.988 [0.851-1.146],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-C%,403,0.946 [0.813-1.102],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-TG%,369,0.945 [0.832-1.073],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
PUFA%,371,0.913 [0.765-1.091],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C%,306,0.848 [0.751-0.958],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
