Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.065 [0.989-1.148],1.000,,Linoleic Acid to Total-Fatty Acids percentage
XL-VLDL-CE,617,1.049 [0.985-1.118],1.000,,Cholesteryl Esters in Very Large VLDL
L-VLDL-CE,614,1.046 [0.985-1.112],1.000,,Cholesteryl Esters in Large VLDL
S-VLDL-FC,593,1.027 [0.972-1.085],1.000,,Free Cholesterol in Small VLDL
XL-HDL-CE%,259,1.021 [0.956-1.089],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Omega-6%,366,0.997 [0.907-1.096],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
IDL-C%,558,0.952 [0.896-1.011],1.000,,Cholesterol to Total-Lipids in IDL percentage
XL-HDL-FC,590,0.935 [0.878-0.997],1.000,,Free Cholesterol in Very Large HDL
S-VLDL-FC%,609,0.903 [0.837-0.975],1.000,,Free Cholesterol to Total-Lipids in Small VLDL percentage
3-Hydroxybutyrate,68,0.814 [0.671-0.987],1.000,,3-Hydroxybutyrate
