Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-C%,261,1.065 [0.966-1.173],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-CE%,644,1.056 [0.989-1.127],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-HDL-CE%,557,1.041 [0.975-1.110],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-LDL-TG,604,1.014 [0.959-1.071],1.000,,Triglycerides in Large LDL
S-VLDL-CE%,509,1.006 [0.942-1.074],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-HDL-TG,681,0.983 [0.924-1.047],1.000,,Triglycerides in Small HDL
LDL-C,476,0.974 [0.904-1.049],1.000,,LDL Cholesterol
M-VLDL-CE,487,0.966 [0.898-1.038],1.000,,Cholesteryl Esters in Medium VLDL
VLDL-PL,674,0.959 [0.898-1.024],1.000,,Phospholipids in VLDL
XL-VLDL-PL,607,0.937 [0.877-1.002],1.000,,Phospholipids in Very Large VLDL
