Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Leu,36,3.507 [1.705-7.213],1.000,,Leucine
Albumin,72,2.401 [1.379-4.181],1.000,,Albumin
HDL-PL,590,1.116 [0.967-1.287],1.000,,Phospholipids in HDL
L-VLDL-FC,648,1.068 [0.923-1.235],1.000,,Free Cholesterol in Large VLDL
M-VLDL-FC,594,1.054 [0.908-1.224],1.000,,Free Cholesterol in Medium VLDL
Total-FA,654,0.998 [0.868-1.148],1.000,,Total-Fatty Acids
Remnant-C,577,0.998 [0.862-1.155],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-HDL-C%,436,0.968 [0.843-1.113],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
LDL-C,476,0.920 [0.787-1.075],1.000,,LDL Cholesterol
M-VLDL-C%,604,0.865 [0.738-1.013],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
