Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-TG%,456,1.019 [0.983-1.055],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL,635,1.017 [0.944-1.095],1.000,,Phospholipids in Very Small VLDL
LDL-size,178,1.012 [0.958-1.067],1.000,,Average Diameter for LDL Particles
L-LDL-C%,403,1.011 [0.969-1.055],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
IDL-C,568,1.002 [0.938-1.071],1.000,,Cholesterol in IDL
IDL-P,505,0.999 [0.958-1.042],1.000,,Concentration of IDL Particles
L-HDL-PL%,508,0.971 [0.934-1.011],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
Gly,134,0.971 [0.943-1.000],1.000,,Glycine
XS-VLDL-PL%,375,0.942 [0.871-1.018],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-VLDL-TG,567,0.938 [0.880-1.000],1.000,,Triglycerides in Large VLDL
