Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.091 [1.061-1.123],4.821e-04,***,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,257,1.052 [1.036-1.068],1.624e-05,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,525,1.038 [1.017-1.058],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,331,1.031 [1.008-1.054],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-C,410,1.018 [0.991-1.045],1.000,,Cholesterol in Small HDL
Omega-3%,215,0.954 [0.940-0.969],5.875e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-3,420,0.953 [0.939-0.967],1.973e-05,***,Omega-3 Fatty Acids
Unsaturation,310,0.953 [0.937-0.968],9.906e-04,***,Degree of Unsaturation
DHA,289,0.948 [0.930-0.965],0.002,**,Docosahexaenoic Acid
DHA%,240,0.944 [0.924-0.965],0.037,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
