Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
His,43,1.351 [0.351-5.200],1.000,,Histidine
XS-VLDL-PL%,375,1.303 [0.871-1.950],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-FC%,397,1.061 [0.712-1.583],1.000,,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-FC,557,1.048 [0.766-1.433],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
PUFA/MUFA,484,1.036 [0.760-1.412],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
HDL-L,598,0.839 [0.627-1.122],1.000,,Total-Lipids in HDL
Phosphoglyc,609,0.726 [0.543-0.969],1.000,,Phosphoglycerides
MUFA,654,0.681 [0.506-0.917],1.000,,Monounsaturated Fatty Acids
M-VLDL-PL,632,0.679 [0.501-0.919],1.000,,Phospholipids in Medium VLDL
M-VLDL-P,612,0.673 [0.495-0.915],1.000,,Concentration of Medium VLDL Particles
