Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Unsaturation,310,1.023 [1.013-1.033],0.812,,Degree of Unsaturation
L-HDL-L,623,1.017 [1.007-1.028],1.000,,Total-Lipids in Large HDL
M-HDL-P,598,1.016 [1.001-1.031],1.000,,Concentration of Medium HDL Particles
M-LDL-TG%,456,1.006 [0.994-1.019],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-CE%,420,1.002 [0.989-1.015],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
SM,547,0.999 [0.983-1.015],1.000,,Sphingomyelins
L-VLDL-FC%,331,0.979 [0.966-0.993],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-FC,594,0.973 [0.957-0.990],1.000,,Free Cholesterol in Medium VLDL
ApoB/ApoA1,542,0.966 [0.954-0.978],0.026,*,Apolipoprotein B to Apolipoprotein A1 ratio
MUFA%,525,0.965 [0.951-0.979],0.244,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
