Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.191 [1.126-1.259],1.978e-04,***,Linoleic Acid to Total-Fatty Acids percentage
LA,635,1.138 [1.089-1.189],0.002,**,Linoleic Acid
MUFA%,525,1.118 [1.076-1.161],0.002,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,257,1.109 [1.078-1.140],1.139e-07,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-CE,621,1.043 [1.000-1.088],1.000,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Omega-3,420,0.914 [0.888-0.941],3.290e-04,***,Omega-3 Fatty Acids
Omega-3%,215,0.901 [0.876-0.926],3.622e-08,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.896 [0.869-0.924],9.063e-07,***,Degree of Unsaturation
DHA,289,0.892 [0.863-0.923],4.713e-06,***,Docosahexaenoic Acid
DHA%,240,0.875 [0.840-0.911],2.566e-05,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
XS-VLDL-FC%,460,0.869 [0.824-0.916],0.045,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
