Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,257,1.066 [1.038-1.095],0.614,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-VLDL-TG%,609,1.042 [0.994-1.092],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-HDL-FC%,547,1.041 [1.004-1.079],1.000,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,637,1.018 [0.977-1.060],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
His,43,1.009 [0.848-1.201],1.000,,Histidine
L-HDL-TG,449,0.978 [0.949-1.008],1.000,,Triglycerides in Large HDL
ApoB,565,0.956 [0.918-0.995],1.000,,Apolipoprotein B
S-HDL-PL,489,0.937 [0.887-0.989],1.000,,Phospholipids in Small HDL
Omega-3,420,0.929 [0.901-0.958],0.806,,Omega-3 Fatty Acids
GlycA,385,0.910 [0.849-0.975],1.000,,Glycoprotein Acetyls
