Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.013 [1.000-1.026],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
Gly,134,1.008 [0.993-1.024],1.000,,Glycine
HDL-C,621,1.008 [0.997-1.019],1.000,,HDL Cholesterol
L-HDL-L,623,1.004 [0.994-1.014],1.000,,Total-Lipids in Large HDL
ApoA1,587,1.002 [0.991-1.013],1.000,,Apolipoprotein A1
S-VLDL-PL,664,0.996 [0.983-1.009],1.000,,Phospholipids in Small VLDL
S-VLDL-P,669,0.996 [0.984-1.007],1.000,,Concentration of Small VLDL Particles
IDL-CE,553,0.995 [0.982-1.009],1.000,,Cholesteryl Esters in IDL
XXL-VLDL-L,514,0.994 [0.981-1.007],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
XS-VLDL-L,632,0.992 [0.982-1.003],1.000,,Total-Lipids in Very Small VLDL
