Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA/MUFA,484,1.162 [1.092-1.236],0.469,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,371,1.152 [1.091-1.216],0.085,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-C%,632,1.140 [1.083-1.200],0.123,,Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-CE%,644,1.107 [1.061-1.155],0.510,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Unsaturation,310,1.080 [1.047-1.113],0.287,,Degree of Unsaturation
S-HDL-TG%,677,0.878 [0.836-0.921],0.029,*,Triglycerides to Total-Lipids in Small HDL percentage
XS-VLDL-TG,678,0.860 [0.813-0.910],0.047,*,Triglycerides in Very Small VLDL
L-VLDL-PL%,580,0.854 [0.808-0.904],0.010,**,Phospholipids to Total-Lipids in Large VLDL percentage
VLDL-PL,674,0.838 [0.784-0.896],0.059,,Phospholipids in VLDL
MUFA,654,0.818 [0.759-0.880],0.022,*,Monounsaturated Fatty Acids
