Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.708 [1.431-2.039],7.077e-04,***,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-FC%,687,1.445 [1.245-1.678],0.305,,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-C%,604,1.241 [1.070-1.439],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
HDL-CE,611,1.081 [0.939-1.245],1.000,,Cholesteryl Esters in HDL
S-HDL-CE%,367,1.051 [0.935-1.182],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-LDL-CE%,545,0.630 [0.530-0.748],0.034,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-P,416,0.608 [0.496-0.745],0.363,,Concentration of Small HDL Particles
S-HDL-PL,489,0.532 [0.436-0.650],1.517e-04,***,Phospholipids in Small HDL
S-HDL-L,442,0.519 [0.423-0.637],8.488e-05,***,Total-Lipids in Small HDL
GlycA,385,0.421 [0.327-0.543],5.133e-06,***,Glycoprotein Acetyls
