Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-FC,407,1.442 [1.302-1.597],5.302e-07,***,Free Cholesterol in Medium LDL
LDL-FC,411,1.425 [1.290-1.575],9.641e-07,***,Free Cholesterol in LDL
LDL-PL,473,1.417 [1.293-1.554],2.336e-08,***,Phospholipids in LDL
M-LDL-PL,492,1.415 [1.285-1.557],3.281e-07,***,Phospholipids in Medium LDL
LDL-C,476,1.413 [1.286-1.551],1.188e-07,***,LDL Cholesterol
Clinical LDL-C,463,1.411 [1.285-1.549],1.164e-07,***,Clinical LDL Cholesterol
S-LDL-FC,410,1.411 [1.283-1.552],3.057e-07,***,Free Cholesterol in Small LDL
L-LDL-PL,492,1.400 [1.277-1.534],1.373e-07,***,Phospholipids in Large LDL
S-LDL-C,489,1.398 [1.274-1.535],3.869e-07,***,Cholesterol in Small LDL
L-LDL-FC,474,1.396 [1.271-1.533],8.366e-07,***,Free Cholesterol in Large LDL
LDL-L,502,1.394 [1.271-1.529],3.909e-07,***,Total-Lipids in LDL
LDL-CE,506,1.393 [1.269-1.529],6.447e-07,***,Cholesteryl Esters in LDL
L-LDL-CE,502,1.390 [1.270-1.521],2.306e-07,***,Cholesteryl Esters in Large LDL
S-LDL-PL,409,1.389 [1.263-1.527],2.892e-06,***,Phospholipids in Small LDL
L-LDL-C,488,1.388 [1.270-1.518],1.618e-07,***,Cholesterol in Large LDL
L-LDL-L,508,1.382 [1.267-1.508],6.864e-08,***,Total-Lipids in Large LDL
S-LDL-L,511,1.381 [1.263-1.509],2.800e-07,***,Total-Lipids in Small LDL
M-LDL-L,531,1.379 [1.259-1.510],9.511e-07,***,Total-Lipids in Medium LDL
M-LDL-C,525,1.377 [1.255-1.511],3.331e-06,***,Cholesterol in Medium LDL
S-LDL-CE,543,1.357 [1.242-1.484],3.638e-06,***,Cholesteryl Esters in Small LDL
M-LDL-P,508,1.351 [1.229-1.486],1.180e-04,***,Concentration of Medium LDL Particles
M-LDL-CE,550,1.350 [1.232-1.478],2.456e-05,***,Cholesteryl Esters in Medium LDL
Non-HDL-C,563,1.342 [1.231-1.463],5.734e-06,***,Total-Cholesterol Minus HDL-C
M-VLDL-CE,487,1.326 [1.207-1.457],0.001,**,Cholesteryl Esters in Medium VLDL
LDL-P,552,1.322 [1.214-1.440],3.149e-05,***,Concentration of LDL Particles
S-LDL-P,566,1.321 [1.212-1.439],4.947e-05,***,Concentration of Small LDL Particles
L-LDL-P,541,1.316 [1.210-1.431],2.920e-05,***,Concentration of Large LDL Particles
Total-FC,546,1.314 [1.204-1.433],2.049e-04,***,Total-Free Cholesterol
IDL-P,505,1.309 [1.200-1.429],3.879e-04,***,Concentration of IDL Particles
IDL-CE,553,1.308 [1.204-1.422],5.488e-05,***,Cholesteryl Esters in IDL
ApoB,565,1.308 [1.204-1.421],5.507e-05,***,Apolipoprotein B
Total-CE,575,1.307 [1.200-1.424],2.049e-04,***,Total-Esterified Cholesterol
Total-C,563,1.303 [1.194-1.422],6.647e-04,***,Total-Cholesterol
IDL-C,568,1.302 [1.201-1.412],3.884e-05,***,Cholesterol in IDL
IDL-FC,587,1.288 [1.191-1.394],6.926e-05,***,Free Cholesterol in IDL
M-VLDL-C,535,1.286 [1.179-1.404],0.004,**,Cholesterol in Medium VLDL
L-LDL-C%,403,1.282 [1.168-1.408],0.041,*,Cholesterol to Total-Lipids in Large LDL percentage
ApoB/ApoA1,542,1.278 [1.177-1.388],0.001,**,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-L,573,1.278 [1.182-1.382],1.547e-04,***,Total-Lipids in IDL
Remnant-C,577,1.272 [1.171-1.381],0.003,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-VLDL-C%,527,1.269 [1.161-1.388],0.039,*,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-PL%,523,1.262 [1.156-1.377],0.044,*,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-PL%,600,1.249 [1.163-1.341],2.521e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,609,1.240 [1.154-1.333],9.760e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
IDL-PL,591,1.232 [1.143-1.329],0.012,*,Phospholipids in IDL
IDL-TG%,635,0.854 [0.801-0.909],0.211,,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,661,0.845 [0.790-0.904],0.230,,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,609,0.814 [0.747-0.886],0.527,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,564,0.781 [0.717-0.850],0.003,**,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-PL%,367,0.736 [0.660-0.820],0.008,**,Phospholipids to Total-Lipids in Small HDL percentage
