Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Total-P,531,1.291 [0.959-1.737],1.000,,Total-Concentration of Lipoprotein Particles
L-VLDL-PL,637,1.145 [0.891-1.471],1.000,,Phospholipids in Large VLDL
HDL-CE,611,1.136 [0.887-1.454],1.000,,Cholesteryl Esters in HDL
DHA,289,1.077 [0.879-1.321],1.000,,Docosahexaenoic Acid
Unsaturation,310,1.061 [0.880-1.279],1.000,,Degree of Unsaturation
M-LDL-PL,492,0.934 [0.715-1.220],1.000,,Phospholipids in Medium LDL
L-LDL-FC,474,0.900 [0.680-1.191],1.000,,Free Cholesterol in Large LDL
XL-HDL-L,598,0.899 [0.725-1.114],1.000,,Total-Lipids in Very Large HDL
M-LDL-P,508,0.894 [0.669-1.195],1.000,,Concentration of Medium LDL Particles
XL-HDL-FC,590,0.856 [0.685-1.070],1.000,,Free Cholesterol in Very Large HDL
