Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.159 [1.114-1.207],1.806e-07,***,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,257,1.090 [1.067-1.114],1.115e-09,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-PL%,375,1.080 [1.034-1.127],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,525,1.077 [1.046-1.110],0.204,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-FC,557,1.025 [0.994-1.057],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Omega-3%,215,0.918 [0.898-0.938],4.948e-09,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-3,420,0.914 [0.893-0.935],2.961e-09,***,Omega-3 Fatty Acids
DHA,289,0.905 [0.881-0.930],9.605e-08,***,Docosahexaenoic Acid
Unsaturation,310,0.905 [0.885-0.926],2.737e-12,***,Degree of Unsaturation
DHA%,240,0.890 [0.863-0.918],4.271e-08,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
