Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-CE,617,1.111 [1.056-1.169],1.000,,Cholesteryl Esters in Very Large VLDL
XXL-VLDL-C%,176,1.034 [0.965-1.107],1.000,,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-TG,602,1.022 [0.983-1.064],1.000,,Triglycerides in IDL
IDL-P,505,1.012 [0.966-1.059],1.000,,Concentration of IDL Particles
S-LDL-L,511,1.000 [0.950-1.053],1.000,,Total-Lipids in Small LDL
L-LDL-CE,502,0.998 [0.948-1.050],1.000,,Cholesteryl Esters in Large LDL
M-VLDL-PL%,523,0.991 [0.947-1.036],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
PUFA/MUFA,484,0.981 [0.939-1.026],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Val,50,0.939 [0.789-1.118],1.000,,Valine
HDL-PL,590,0.937 [0.899-0.978],1.000,,Phospholipids in HDL
