Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Albumin,72,1.075 [1.003-1.151],1.000,,Albumin
XL-VLDL-FC%,397,1.028 [1.004-1.053],1.000,,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-HDL-C%,436,1.015 [0.998-1.033],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
ApoB/ApoA1,542,1.012 [0.992-1.033],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
LDL-FC,411,1.009 [0.989-1.030],1.000,,Free Cholesterol in LDL
L-HDL-L,623,0.992 [0.976-1.009],1.000,,Total-Lipids in Large HDL
L-HDL-FC,638,0.991 [0.975-1.007],1.000,,Free Cholesterol in Large HDL
XXL-VLDL-CE,621,0.983 [0.964-1.002],1.000,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-VLDL-TG%,609,0.981 [0.963-1.001],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
GlycA,385,0.918 [0.886-0.951],0.601,,Glycoprotein Acetyls
