Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
GlycA,385,1.905 [1.149-3.161],1.000,,Glycoprotein Acetyls
M-VLDL-P,612,1.818 [1.284-2.575],1.000,,Concentration of Medium VLDL Particles
S-HDL-TG,681,1.676 [1.229-2.286],1.000,,Triglycerides in Small HDL
XL-HDL-TG%,642,1.641 [1.163-2.317],1.000,,Triglycerides to Total-Lipids in Very Large HDL percentage
Total-C,563,1.004 [0.711-1.418],1.000,,Total-Cholesterol
XL-HDL-C%,306,0.957 [0.711-1.287],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-FC%,491,0.813 [0.643-1.028],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-PL%,600,0.742 [0.532-1.036],1.000,,Phospholipids to Total-Lipids in Small VLDL percentage
L-HDL-CE,698,0.644 [0.483-0.858],1.000,,Cholesteryl Esters in Large HDL
XXL-VLDL-TG%,153,0.554 [0.346-0.889],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
