Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Lactate,22,2.003 [0.977-4.106],1.000,,Lactate
M-LDL-C%,225,1.073 [0.977-1.179],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3%,215,1.064 [1.020-1.110],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-C%,436,1.025 [0.962-1.093],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-PL%,367,1.017 [0.950-1.089],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
IDL-P,505,0.953 [0.889-1.021],1.000,,Concentration of IDL Particles
S-VLDL-TG%,564,0.951 [0.881-1.027],1.000,,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-C,410,0.926 [0.834-1.027],1.000,,Cholesterol in Small HDL
M-HDL-PL,545,0.904 [0.836-0.977],1.000,,Phospholipids in Medium HDL
LA,635,0.813 [0.751-0.880],0.068,,Linoleic Acid
