Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-HDL-C,671,1.005 [0.995-1.015],1.000,,Cholesterol in Large HDL
Gln,113,1.005 [0.985-1.025],1.000,,Glutamine
HDL-size,600,1.005 [0.995-1.014],1.000,,Average Diameter for HDL Particles
XL-HDL-C,653,1.001 [0.992-1.011],1.000,,Cholesterol in Very Large HDL
DHA%,240,1.001 [0.991-1.010],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-VLDL-C,622,0.991 [0.979-1.003],1.000,,Cholesterol in Large VLDL
Phosphoglyc,609,0.989 [0.975-1.004],1.000,,Phosphoglycerides
Total-C,563,0.969 [0.953-0.985],1.000,,Total-Cholesterol
M-LDL-PL,492,0.965 [0.950-0.980],0.928,,Phospholipids in Medium LDL
M-LDL-CE,550,0.962 [0.948-0.977],0.120,,Cholesteryl Esters in Medium LDL
