Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
His,43,1.066 [0.995-1.141],1.000,,Histidine
Tyr,120,1.025 [0.995-1.056],1.000,,Tyrosine
XXL-VLDL-TG,472,1.018 [1.003-1.034],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
Phosphoglyc,609,1.004 [0.985-1.023],1.000,,Phosphoglycerides
L-HDL-PL,598,1.002 [0.991-1.013],1.000,,Phospholipids in Large HDL
XL-VLDL-C,639,1.000 [0.984-1.016],1.000,,Cholesterol in Very Large VLDL
XL-VLDL-P,599,0.999 [0.983-1.015],1.000,,Concentration of Very Large VLDL Particles
S-VLDL-PL%,600,0.985 [0.971-1.000],1.000,,Phospholipids to Total-Lipids in Small VLDL percentage
L-VLDL-C%,395,0.983 [0.968-0.999],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-C%,261,0.962 [0.942-0.982],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
