Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA,289,1.311 [1.184-1.452],0.047,*,Docosahexaenoic Acid
Omega-3,420,1.247 [1.154-1.348],0.007,**,Omega-3 Fatty Acids
Omega-3%,215,1.227 [1.139-1.323],0.021,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL,635,1.093 [0.999-1.196],1.000,,Phospholipids in Very Small VLDL
L-VLDL-L,609,1.073 [0.952-1.209],1.000,,Total-Lipids in Large VLDL
IDL-PL%,289,0.999 [0.873-1.143],1.000,,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-CE,621,0.997 [0.888-1.118],1.000,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-HDL-C%,632,0.982 [0.880-1.097],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
Omega-6/Omega-3,257,0.810 [0.750-0.875],0.024,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,226,0.708 [0.615-0.815],0.378,,Linoleic Acid to Total-Fatty Acids percentage
