Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
IDL-CE%,420,1.045 [1.005-1.087],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-CE,553,1.028 [0.982-1.077],1.000,,Cholesteryl Esters in IDL
IDL-C,568,1.027 [0.982-1.075],1.000,,Cholesterol in IDL
L-VLDL-FC%,331,1.006 [0.960-1.054],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
Acetate,13,1.001 [0.631-1.590],1.000,,Acetate
Non-HDL-C,563,0.991 [0.946-1.038],1.000,,Total-Cholesterol Minus HDL-C
IDL-TG%,635,0.986 [0.952-1.022],1.000,,Triglycerides to Total-Lipids in IDL percentage
VLDL-C,644,0.977 [0.937-1.018],1.000,,VLDL Cholesterol
M-VLDL-P,612,0.964 [0.923-1.007],1.000,,Concentration of Medium VLDL Particles
Val,50,0.892 [0.737-1.080],1.000,,Valine
