Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.207 [1.141-1.276],1.119e-05,***,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,257,1.124 [1.091-1.157],7.870e-10,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,525,1.094 [1.054-1.136],0.701,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-P,529,1.004 [0.965-1.045],1.000,,Concentration of Chylomicrons and Extremely Large VLDL Particles
S-HDL-PL%,367,1.002 [0.963-1.044],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
PUFA,699,0.895 [0.859-0.933],0.033,*,Polyunsaturated Fatty Acids
Omega-3%,215,0.892 [0.867-0.918],6.190e-10,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-3,420,0.887 [0.861-0.914],5.891e-10,***,Omega-3 Fatty Acids
Unsaturation,310,0.884 [0.858-0.911],1.726e-10,***,Degree of Unsaturation
DHA,289,0.879 [0.848-0.911],3.490e-07,***,Docosahexaenoic Acid
DHA%,240,0.863 [0.829-0.898],6.405e-08,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
