Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-L,576,1.080 [1.026-1.138],1.000,,Total-Lipids in Medium HDL
Tyr,120,1.072 [0.986-1.165],1.000,,Tyrosine
LDL-TG,630,1.035 [0.992-1.080],1.000,,Triglycerides in LDL
PUFA%,371,1.021 [0.966-1.079],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,594,1.016 [0.980-1.055],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-TG%,657,0.997 [0.965-1.030],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-C%,604,0.997 [0.960-1.036],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
XXL-VLDL-CE,621,0.989 [0.946-1.034],1.000,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-LDL-C%,225,0.961 [0.914-1.010],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
LDL-L,502,0.949 [0.907-0.994],1.000,,Total-Lipids in LDL
