Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-VLDL-L,609,1.050 [1.020-1.081],1.000,,Total-Lipids in Large VLDL
PUFA,699,1.021 [0.996-1.047],1.000,,Polyunsaturated Fatty Acids
S-VLDL-FC,593,1.017 [0.989-1.046],1.000,,Free Cholesterol in Small VLDL
DHA,289,1.011 [0.993-1.029],1.000,,Docosahexaenoic Acid
S-HDL-C%,436,1.005 [0.982-1.030],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-P,622,0.997 [0.975-1.019],1.000,,Concentration of Very Small VLDL Particles
ApoA1,587,0.984 [0.960-1.008],1.000,,Apolipoprotein A1
IDL-C,568,0.978 [0.954-1.003],1.000,,Cholesterol in IDL
M-HDL-C%,632,0.965 [0.939-0.991],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,651,0.964 [0.937-0.991],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
