Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
GlycA,385,1.218 [1.132-1.310],0.028,*,Glycoprotein Acetyls
M-HDL-TG,617,1.047 [1.006-1.088],1.000,,Triglycerides in Medium HDL
XS-VLDL-FC%,460,1.014 [0.965-1.065],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-CE%,492,1.013 [0.966-1.063],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-VLDL-PL%,398,1.011 [0.962-1.061],1.000,,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-HDL-FC%,491,0.986 [0.956-1.016],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-PL%,382,0.979 [0.934-1.027],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-TG%,474,0.965 [0.928-1.003],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,564,0.960 [0.918-1.004],1.000,,Triglycerides to Total-Lipids in Small VLDL percentage
Acetate,13,0.913 [0.577-1.444],1.000,,Acetate
