Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-FC,407,1.672 [1.451-1.927],2.853e-07,***,Free Cholesterol in Medium LDL
LDL-FC,411,1.631 [1.419-1.876],1.638e-06,***,Free Cholesterol in LDL
S-LDL-FC,410,1.619 [1.419-1.848],2.048e-07,***,Free Cholesterol in Small LDL
S-LDL-PL,409,1.603 [1.405-1.828],5.067e-07,***,Phospholipids in Small LDL
LDL-PL,473,1.590 [1.400-1.806],2.022e-07,***,Phospholipids in LDL
Clinical LDL-C,463,1.589 [1.394-1.811],9.048e-07,***,Clinical LDL Cholesterol
M-LDL-PL,492,1.582 [1.386-1.805],2.341e-06,***,Phospholipids in Medium LDL
L-LDL-FC,474,1.580 [1.384-1.804],3.346e-06,***,Free Cholesterol in Large LDL
S-LDL-C,489,1.576 [1.387-1.792],8.306e-07,***,Cholesterol in Small LDL
L-LDL-PL,492,1.570 [1.382-1.784],1.012e-06,***,Phospholipids in Large LDL
LDL-C,476,1.570 [1.378-1.788],2.647e-06,***,LDL Cholesterol
S-LDL-L,511,1.557 [1.377-1.760],3.498e-07,***,Total-Lipids in Small LDL
LDL-L,502,1.543 [1.360-1.752],4.830e-06,***,Total-Lipids in LDL
L-LDL-C,488,1.537 [1.356-1.743],4.959e-06,***,Cholesterol in Large LDL
LDL-CE,506,1.535 [1.351-1.745],1.302e-05,***,Cholesteryl Esters in LDL
M-LDL-C,525,1.524 [1.341-1.732],2.604e-05,***,Cholesterol in Medium LDL
L-LDL-CE,502,1.523 [1.343-1.727],1.250e-05,***,Cholesteryl Esters in Large LDL
L-LDL-L,508,1.523 [1.348-1.720],3.298e-06,***,Total-Lipids in Large LDL
M-LDL-L,531,1.520 [1.341-1.723],1.450e-05,***,Total-Lipids in Medium LDL
S-LDL-CE,543,1.517 [1.341-1.715],7.203e-06,***,Cholesteryl Esters in Small LDL
M-VLDL-CE,487,1.482 [1.296-1.694],0.002,**,Cholesteryl Esters in Medium VLDL
M-LDL-P,508,1.479 [1.296-1.687],0.001,**,Concentration of Medium LDL Particles
L-LDL-P,541,1.465 [1.302-1.648],5.368e-05,***,Concentration of Large LDL Particles
M-LDL-CE,550,1.462 [1.290-1.658],7.160e-04,***,Cholesteryl Esters in Medium LDL
LDL-P,552,1.453 [1.291-1.635],1.303e-04,***,Concentration of LDL Particles
Non-HDL-C,563,1.452 [1.289-1.635],1.824e-04,***,Total-Cholesterol Minus HDL-C
IDL-P,505,1.449 [1.279-1.642],0.001,**,Concentration of IDL Particles
S-LDL-P,566,1.449 [1.286-1.632],2.770e-04,***,Concentration of Small LDL Particles
IDL-CE,553,1.443 [1.282-1.624],3.032e-04,***,Cholesteryl Esters in IDL
ApoB,565,1.429 [1.273-1.604],3.173e-04,***,Apolipoprotein B
IDL-C,568,1.427 [1.271-1.602],4.377e-04,***,Cholesterol in IDL
ApoB/ApoA1,542,1.409 [1.254-1.584],0.002,**,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-FC,587,1.405 [1.254-1.573],0.001,**,Free Cholesterol in IDL
M-VLDL-C,535,1.404 [1.241-1.589],0.019,*,Cholesterol in Medium VLDL
Total-CE,575,1.393 [1.234-1.572],0.020,*,Total-Esterified Cholesterol
Total-C,563,1.391 [1.231-1.572],0.028,*,Total-Cholesterol
Total-FC,546,1.387 [1.230-1.563],0.022,*,Total-Free Cholesterol
S-VLDL-PL%,600,1.379 [1.239-1.534],8.696e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-L,573,1.369 [1.226-1.528],0.005,**,Total-Lipids in IDL
S-VLDL-FC%,609,1.365 [1.227-1.520],0.003,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
TG/PG,632,0.931 [0.845-1.025],1.000,,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-PL,556,0.914 [0.832-1.004],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
IDL-TG%,635,0.791 [0.720-0.870],0.346,,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,564,0.703 [0.620-0.796],0.008,**,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-PL%,367,0.622 [0.536-0.723],1.400e-04,***,Phospholipids to Total-Lipids in Small HDL percentage
