Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-CE,617,1.371 [1.218-1.544],0.044,*,Cholesteryl Esters in Very Large VLDL
SFA,553,1.357 [1.195-1.541],0.611,,Saturated Fatty Acids
M-VLDL-L,589,1.355 [1.195-1.536],0.511,,Total-Lipids in Medium VLDL
L-VLDL-CE,614,1.351 [1.199-1.522],0.185,,Cholesteryl Esters in Large VLDL
VLDL-FC,630,1.333 [1.181-1.504],0.813,,Free Cholesterol in VLDL
S-LDL-FC%,578,0.865 [0.775-0.965],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-PL%,510,0.816 [0.718-0.928],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
Gln,113,0.775 [0.615-0.978],1.000,,Glutamine
M-LDL-PL%,271,0.680 [0.581-0.796],0.399,,Phospholipids to Total-Lipids in Medium LDL percentage
Albumin,72,0.590 [0.367-0.949],1.000,,Albumin
