Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Ala,85,1.086 [0.946-1.247],1.000,,Alanine
IDL-PL%,289,1.061 [1.010-1.114],1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-CE%,368,1.039 [0.971-1.112],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,661,1.023 [0.974-1.073],1.000,,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-PL,556,1.011 [0.960-1.064],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
LDL-P,552,0.992 [0.945-1.041],1.000,,Concentration of LDL Particles
HDL-TG,593,0.987 [0.947-1.029],1.000,,Triglycerides in HDL
HDL-PL,590,0.981 [0.933-1.031],1.000,,Phospholipids in HDL
S-VLDL-L,665,0.978 [0.933-1.024],1.000,,Total-Lipids in Small VLDL
SM,547,0.947 [0.903-0.994],1.000,,Sphingomyelins
