Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Albumin,72,3.537 [1.337-9.355],1.000,,Albumin
L-LDL-PL%,382,1.373 [1.080-1.744],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-HDL-CE%,557,1.125 [0.893-1.418],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-HDL-C%,622,1.037 [0.814-1.322],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
L-VLDL-PL%,580,1.031 [0.829-1.283],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
XL-HDL-L,598,0.918 [0.746-1.130],1.000,,Total-Lipids in Very Large HDL
M-HDL-PL%,489,0.912 [0.688-1.208],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
DHA,289,0.841 [0.692-1.023],1.000,,Docosahexaenoic Acid
M-VLDL-TG,613,0.664 [0.518-0.850],1.000,,Triglycerides in Medium VLDL
GlycA,385,0.426 [0.299-0.606],0.526,,Glycoprotein Acetyls
