Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,2.412 [1.715-3.393],0.100,,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-CE,698,1.072 [1.021-1.127],1.000,,Cholesteryl Esters in Large HDL
S-HDL-C%,436,1.063 [1.002-1.128],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
LDL-size,178,1.057 [0.914-1.222],1.000,,Average Diameter for LDL Particles
S-VLDL-C%,527,1.010 [0.943-1.081],1.000,,Cholesterol to Total-Lipids in Small VLDL percentage
PUFA,699,0.435 [0.335-0.565],1.105e-04,***,Polyunsaturated Fatty Acids
S-LDL-CE%,545,0.408 [0.295-0.565],0.016,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Total-FA,654,0.398 [0.298-0.531],9.850e-05,***,Total-Fatty Acids
Omega-6,651,0.384 [0.286-0.516],5.287e-05,***,Omega-6 Fatty Acids
LA,635,0.378 [0.279-0.511],6.333e-05,***,Linoleic Acid
MUFA,654,0.358 [0.266-0.481],2.079e-06,***,Monounsaturated Fatty Acids
S-HDL-FC,483,0.321 [0.215-0.477],0.005,**,Free Cholesterol in Small HDL
S-HDL-L,442,0.309 [0.202-0.473],0.014,*,Total-Lipids in Small HDL
S-HDL-PL,489,0.301 [0.201-0.449],0.001,**,Phospholipids in Small HDL
GlycA,385,0.184 [0.108-0.314],1.107e-04,***,Glycoprotein Acetyls
