Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Gly,134,1.027 [1.006-1.048],1.000,,Glycine
Unsaturation,310,1.023 [1.013-1.033],0.632,,Degree of Unsaturation
Pyruvate,37,1.005 [0.940-1.074],1.000,,Pyruvate
IDL-PL,591,1.003 [0.976-1.031],1.000,,Phospholipids in IDL
XS-VLDL-C,604,1.003 [0.983-1.023],1.000,,Cholesterol in Very Small VLDL
Omega-6,651,0.872 [0.827-0.920],0.124,,Omega-6 Fatty Acids
Total-FA,654,0.872 [0.829-0.916],0.016,*,Total-Fatty Acids
LA,635,0.861 [0.815-0.909],0.020,*,Linoleic Acid
MUFA,654,0.857 [0.815-0.902],8.488e-04,***,Monounsaturated Fatty Acids
GlycA,385,0.753 [0.687-0.825],3.002e-04,***,Glycoprotein Acetyls
