Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-FC%,609,1.049 [0.957-1.151],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-C%,622,1.037 [0.931-1.156],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-FC%,578,1.033 [0.935-1.141],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-TG%,369,1.014 [0.916-1.122],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
XS-VLDL-TG,678,1.005 [0.923-1.094],1.000,,Triglycerides in Very Small VLDL
M-HDL-L,576,0.967 [0.862-1.084],1.000,,Total-Lipids in Medium HDL
PC,606,0.927 [0.837-1.026],1.000,,Phosphatidylcholines
L-VLDL-FC,648,0.902 [0.809-1.005],1.000,,Free Cholesterol in Large VLDL
LA,635,0.755 [0.681-0.837],0.023,*,Linoleic Acid
LA%,226,0.702 [0.615-0.801],0.037,*,Linoleic Acid to Total-Fatty Acids percentage
