Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,257,1.065 [1.043-1.087],3.790e-04,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-FC,557,1.009 [0.975-1.045],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
M-LDL-TG%,456,1.006 [0.975-1.037],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
XXL-VLDL-C,589,1.005 [0.970-1.041],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
MUFA,654,1.005 [0.968-1.042],1.000,,Monounsaturated Fatty Acids
XL-HDL-TG,489,0.986 [0.961-1.013],1.000,,Triglycerides in Very Large HDL
Omega-3%,215,0.940 [0.922-0.959],2.397e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.935 [0.914-0.958],0.007,**,Degree of Unsaturation
DHA,289,0.931 [0.905-0.958],0.148,,Docosahexaenoic Acid
DHA%,240,0.926 [0.899-0.953],0.049,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
