Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-FC,483,1.071 [1.020-1.125],1.000,,Free Cholesterol in Small HDL
M-HDL-TG,617,1.028 [0.994-1.064],1.000,,Triglycerides in Medium HDL
HDL-TG,593,1.024 [0.989-1.059],1.000,,Triglycerides in HDL
S-VLDL-PL%,600,1.015 [0.978-1.054],1.000,,Phospholipids to Total-Lipids in Small VLDL percentage
L-VLDL-CE,614,1.011 [0.976-1.048],1.000,,Cholesteryl Esters in Large VLDL
LDL-CE,506,1.000 [0.964-1.037],1.000,,Cholesteryl Esters in LDL
L-VLDL-P,622,0.998 [0.963-1.035],1.000,,Concentration of Large VLDL Particles
DHA%,240,0.996 [0.967-1.025],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-PL%,382,0.991 [0.948-1.036],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-CE,698,0.971 [0.944-0.999],1.000,,Cholesteryl Esters in Large HDL
