Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,444,1.081 [0.967-1.210],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-PL%,261,1.020 [0.916-1.135],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-CE,698,1.015 [0.943-1.092],1.000,,Cholesteryl Esters in Large HDL
VLDL-TG,582,1.013 [0.923-1.112],1.000,,Triglycerides in VLDL
XS-VLDL-PL,635,1.003 [0.941-1.069],1.000,,Phospholipids in Very Small VLDL
HDL-CE,611,0.987 [0.911-1.068],1.000,,Cholesteryl Esters in HDL
Total-C,563,0.981 [0.901-1.069],1.000,,Total-Cholesterol
M-HDL-TG,617,0.969 [0.899-1.044],1.000,,Triglycerides in Medium HDL
Omega-6/Omega-3,257,0.913 [0.865-0.964],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,226,0.808 [0.741-0.882],0.373,,Linoleic Acid to Total-Fatty Acids percentage
