Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,375,1.083 [1.019-1.151],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,508,1.045 [0.988-1.106],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-TG,567,1.012 [0.963-1.064],1.000,,Triglycerides in Large VLDL
XL-HDL-TG,489,1.008 [0.973-1.044],1.000,,Triglycerides in Very Large HDL
S-HDL-P,416,1.006 [0.945-1.072],1.000,,Concentration of Small HDL Particles
XS-VLDL-PL,635,0.974 [0.938-1.011],1.000,,Phospholipids in Very Small VLDL
Omega-3%,215,0.931 [0.904-0.959],0.547,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,289,0.926 [0.892-0.960],1.000,,Docosahexaenoic Acid
Unsaturation,310,0.913 [0.883-0.944],0.024,*,Degree of Unsaturation
DHA%,240,0.893 [0.855-0.932],0.069,,Docosahexaenoic Acid to Total-Fatty Acids percentage
