Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-VLDL-TG%,369,1.093 [1.060-1.126],0.002,**,Triglycerides to Total-Lipids in Large VLDL percentage
HDL-P,547,1.092 [1.056-1.128],0.044,*,Concentration of HDL Particles
M-HDL-CE,607,1.089 [1.057-1.122],0.004,**,Cholesteryl Esters in Medium HDL
M-HDL-C,607,1.085 [1.053-1.118],0.016,*,Cholesterol in Medium HDL
M-HDL-P,598,1.081 [1.050-1.114],0.057,,Concentration of Medium HDL Particles
S-VLDL-CE,626,0.925 [0.898-0.952],0.046,*,Cholesteryl Esters in Small VLDL
S-VLDL-C,618,0.921 [0.894-0.950],0.030,*,Cholesterol in Small VLDL
VLDL-CE,621,0.920 [0.892-0.948],0.015,*,Cholesteryl Esters in VLDL
S-VLDL-C%,527,0.919 [0.891-0.947],0.014,*,Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-CE%,509,0.913 [0.887-0.940],3.534e-04,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-VLDL-FC%,331,0.911 [0.882-0.942],0.008,**,Free Cholesterol to Total-Lipids in Large VLDL percentage
ApoB/ApoA1,542,0.911 [0.884-0.938],1.022e-04,***,Apolipoprotein B to Apolipoprotein A1 ratio
XL-VLDL-PL%,398,0.893 [0.860-0.928],0.001,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
