Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetoacetate,15,1.504 [0.802-2.821],1.000,,Acetoacetate
S-VLDL-PL%,600,1.049 [0.957-1.148],1.000,,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-PL,591,1.035 [0.947-1.131],1.000,,Phospholipids in IDL
L-HDL-PL,598,1.026 [0.950-1.107],1.000,,Phospholipids in Large HDL
L-LDL-FC,474,1.010 [0.914-1.117],1.000,,Free Cholesterol in Large LDL
MUFA,654,0.622 [0.521-0.742],0.033,*,Monounsaturated Fatty Acids
S-HDL-FC,483,0.506 [0.397-0.646],0.010,*,Free Cholesterol in Small HDL
S-HDL-L,442,0.491 [0.379-0.636],0.018,*,Total-Lipids in Small HDL
S-HDL-PL,489,0.483 [0.377-0.619],0.002,**,Phospholipids in Small HDL
GlycA,385,0.340 [0.247-0.468],9.092e-06,***,Glycoprotein Acetyls
